,Date,Suburb,Postcode,Distance,Type,Rooms,Price,Bedroom,Bathroom,Car,Landsize,Latitude,Longtitude
48275,1488546000.0,Airport West,3042,13.5,t,3,700000,3.0,2.0,2.0,239.0,-37.7218,144.8837
48276,1488546000.0,Airport West,3042,13.5,h,3,600000,2.0,1.0,1.0,290.0,-37.7273,144.8744
48277,1488546000.0,Airport West,3042,13.5,u,2,500000,2.0,1.0,1.0,168.0,-37.7215,144.8864
48278,1470405600.0,Airport West,3042,13.5,h,3,720000,2.0,1.0,1.0,620.0,-37.7173,144.8872
48279,1470405600.0,Airport West,3042,13.5,h,4,785000,3.0,1.0,2.0,597.0,-37.7259,144.8792
48280,1462543200.0,Airport West,3042,13.5,h,6,725000,6.0,3.0,2.0,976.0,-37.7239,144.8735
48281,1462543200.0,Airport West,3042,13.5,t,2,450000,2.0,1.0,1.0,110.0,-37.7216,144.871
48282,1478437200.0,Airport West,3042,13.5,u,2,515000,2.0,1.0,1.0,141.0,-37.7298,144.8883
48283,1473429600.0,Airport West,3042,13.5,u,2,530000,2.0,1.0,1.0,120.0,-37.7234,144.8792
48284,1473429600.0,Airport West,3042,13.5,h,3,895000,3.0,1.0,6.0,1063.0,-37.7249,144.8728
48285,1481288400.0,Airport West,3042,13.5,h,3,805000,3.0,1.0,1.0,0.0,-37.7217,144.8783
48286,1486731600.0,Airport West,3042,13.5,u,3,752000,3.0,1.0,1.0,265.0,-37.7302,144.8855
48287,1471010400.0,Airport West,3042,13.5,u,2,440000,2.0,1.0,1.0,192.0,-37.7177,144.8787
48288,1463148000.0,Airport West,3042,13.5,h,5,755000,3.0,2.0,2.0,596.0,-37.7248,144.8699
48289,1476450000.0,Airport West,3042,13.5,t,3,700000,3.0,2.0,2.0,165.0,-37.727,144.887
48290,1460728800.0,Airport West,3042,13.5,h,3,830000,3.0,1.0,2.0,971.0,-37.7186,144.876
48291,1468591200.0,Airport West,3042,13.5,u,2,462500,2.0,1.0,1.0,164.0,-37.7218,144.8863
48292,1468591200.0,Airport West,3042,13.5,h,3,670000,3.0,2.0,2.0,657.0,-37.7269,144.8742
48293,1468591200.0,Airport West,3042,13.5,h,2,675000,2.0,1.0,1.0,612.0,-37.7187,144.8765
48294,1468591200.0,Airport West,3042,13.5,h,3,1042000,3.0,2.0,5.0,612.0,-37.7173,144.8796
48295,1474034400.0,Airport West,3042,13.5,h,3,910000,3.0,1.0,1.0,775.0,-37.7231,144.8835
48296,1474034400.0,Airport West,3042,13.5,h,4,773000,5.0,3.0,4.0,531.0,-37.7263,144.8679
48297,1489755600.0,Airport West,3042,13.5,h,3,810000,3.0,3.0,2.0,555.0,-37.7285,144.8694
48298,1489755600.0,Airport West,3042,13.5,h,3,715000,3.0,2.0,2.0,422.0,-37.7164,144.8792
48299,1489755600.0,Airport West,3042,13.5,h,3,790000,3.0,1.0,3.0,614.0,-37.7194,144.8827
48300,1466172000.0,Airport West,3042,13.5,t,3,540000,2.0,2.0,1.0,161.0,-37.7231,144.8802
48301,1479474000.0,Airport West,3042,13.5,t,3,825000,3.0,2.0,1.0,293.0,-37.72,144.8776
48302,1463839200.0,Airport West,3042,13.5,h,3,685000,3.0,1.0,1.0,579.0,-37.7226,144.8733
48303,1471788000.0,Airport West,3042,13.5,h,3,805000,3.0,1.0,1.0,623.0,-37.7184,144.882
48304,1471788000.0,Airport West,3042,13.5,u,2,510000,2.0,1.0,1.0,141.0,-37.7202,144.8797
48305,1471788000.0,Airport West,3042,13.5,h,3,612000,3.0,2.0,1.0,212.0,-37.7181,144.8824
48306,1461333600.0,Airport West,3042,13.5,h,3,662000,3.0,1.0,2.0,612.0,-37.7169,144.8815
48307,1474639200.0,Airport West,3042,13.5,h,4,978000,4.0,3.0,2.0,532.0,-37.7263,144.869
48308,1487941200.0,Airport West,3042,13.5,h,3,720000,3.0,1.0,1.0,585.0,-37.72,144.878
48309,1480165200.0,Airport West,3042,13.5,h,4,765000,4.0,1.0,2.0,509.0,-37.7261,144.8785
48310,1480165200.0,Airport West,3042,13.5,h,4,900000,4.0,2.0,3.0,628.0,-37.7256,144.8739
48311,1472824800.0,Albert Park,3206,3.3,h,2,1275000,2.0,1.0,0.0,120.0,-37.8459,144.9555
48312,1472824800.0,Albert Park,3206,3.3,h,2,1455000,2.0,1.0,0.0,159.0,-37.845,144.9538
48313,1488546000.0,Albert Park,3206,3.3,h,3,2850000,3.0,2.0,0.0,211.0,-37.8481,144.9499
48314,1488546000.0,Albert Park,3206,3.3,h,3,1850000,3.0,2.0,0.0,128.0,-37.8452,144.9488
48315,1488546000.0,Albert Park,3206,3.3,h,2,1436000,2.0,1.0,0.0,130.0,-37.8431,144.9565
48316,1470405600.0,Albert Park,3206,3.3,h,2,1110000,1.0,1.0,0.0,147.0,-37.8444,144.9484
48317,1462543200.0,Albert Park,3206,3.3,h,2,1550000,2.0,1.0,1.0,167.0,-37.8405,144.9521
48318,1462543200.0,Albert Park,3206,3.3,h,4,2300000,4.0,2.0,1.0,153.0,-37.8447,144.9523
48319,1478437200.0,Albert Park,3206,3.3,t,3,1550000,3.0,2.0,2.0,718.0,-37.8443,144.9598
48320,1478437200.0,Albert Park,3206,3.3,h,3,1800000,3.0,2.0,1.0,132.0,-37.8415,144.952
48321,1473429600.0,Albert Park,3206,3.3,h,2,2120000,2.0,1.0,1.0,199.0,-37.8422,144.9554
48322,1473429600.0,Albert Park,3206,3.3,h,3,1800000,3.0,1.0,1.0,253.0,-37.8443,144.9579
48323,1473429600.0,Albert Park,3206,3.3,h,3,1800000,3.0,2.0,1.0,90.0,-37.8421,144.9571
48324,1481288400.0,Albert Park,3206,3.3,h,2,1810000,2.0,1.0,0.0,240.0,-37.8379,144.9539
48325,1481288400.0,Albert Park,3206,3.3,h,3,2615000,3.0,2.0,1.0,177.0,-37.8415,144.9585
48326,1481288400.0,Albert Park,3206,3.3,h,5,2100000,5.0,2.0,1.0,237.0,-37.8436,144.9557
48327,1481288400.0,Albert Park,3206,3.3,h,3,1300000,3.0,1.0,0.0,129.0,-37.8422,144.949
48328,1465653600.0,Albert Park,3206,3.3,h,3,1370000,3.0,2.0,2.0,0.0,-37.8451,144.9511
48329,1478869200.0,Albert Park,3206,3.3,h,2,1000000,2.0,1.0,0.0,288.0,-37.8407,144.9523
48330,1476450000.0,Albert Park,3206,3.3,h,3,2575000,3.0,2.0,1.0,228.0,-37.8445,144.9501
48331,1476450000.0,Albert Park,3206,3.3,h,2,1322500,2.0,1.0,0.0,149.0,-37.8443,144.9481
48332,1476450000.0,Albert Park,3206,3.3,h,2,1562500,2.0,1.0,0.0,141.0,-37.8424,144.9562
48333,1460728800.0,Albert Park,3206,3.3,h,3,2000000,3.0,2.0,1.0,211.0,-37.847,144.9575
48334,1489755600.0,Albert Park,3206,3.3,h,3,1900000,3.0,1.0,0.0,209.0,-37.8468,144.9546
48335,1489755600.0,Albert Park,3206,3.3,h,3,3010000,3.0,2.0,0.0,147.0,-37.8473,144.9551
48336,1466172000.0,Albert Park,3206,3.3,h,4,2800000,4.0,3.0,1.0,327.0,-37.8467,144.9475
48337,1463839200.0,Albert Park,3206,3.3,u,2,647000,2.0,1.0,1.0,0.0,-37.846,144.9542
48338,1461333600.0,Albert Park,3206,3.3,h,3,2100000,2.0,1.0,1.0,120.0,-37.8427,144.9546
48339,1474639200.0,Albert Park,3206,3.3,h,3,2000000,3.0,1.0,1.0,238.0,-37.8461,144.9528
48340,1487941200.0,Albert Park,3206,3.3,u,1,442500,1.0,1.0,0.0,0.0,-37.8421,144.9517
48341,1487941200.0,Albert Park,3206,3.3,h,4,4735000,4.0,2.0,1.0,330.0,-37.8477,144.9558
48342,1487941200.0,Albert Park,3206,3.3,h,2,1340000,2.0,1.0,0.0,136.0,-37.846,144.9517
48343,1487941200.0,Albert Park,3206,3.3,h,3,1801000,3.0,1.0,1.0,202.0,-37.8429,144.9493
48344,1469455200.0,Albert Park,3206,3.3,h,3,1532000,3.0,3.0,1.0,0.0,-37.8415,144.9585
48345,1469455200.0,Albert Park,3206,3.3,h,3,3755000,3.0,2.0,2.0,325.0,-37.8413,144.95
48346,1466949600.0,Albert Park,3206,3.3,h,4,2140000,3.0,2.0,1.0,183.0,-37.8434,144.9495
48347,1480165200.0,Albert Park,3206,3.3,h,2,1750000,2.0,1.0,1.0,162.0,-37.8416,144.9488
48348,1464357600.0,Albert Park,3206,3.3,h,2,980000,2.0,1.0,0.0,79.0,-37.8387,144.9519
48349,1472306400.0,Albert Park,3206,3.3,h,3,2030000,3.0,2.0,0.0,152.0,-37.8488,144.9551
48350,1472306400.0,Albert Park,3206,3.3,h,3,1740000,3.0,2.0,2.0,147.0,-37.8448,144.9453
48351,1469800800.0,Albert Park,3206,3.3,h,3,2800000,3.0,3.0,1.0,0.0,-37.8399,144.9577
48352,1469800800.0,Albert Park,3206,3.3,h,1,985000,1.0,1.0,0.0,81.0,-37.8411,144.9497
48353,1472824800.0,Alphington,3078,6.4,h,4,2000000,3.0,2.0,4.0,853.0,-37.7707,145.0318
48354,1472824800.0,Alphington,3078,6.4,h,3,1110000,3.0,2.0,2.0,208.0,-37.7854,145.0325
48355,1488546000.0,Alphington,3078,6.4,h,3,1492000,3.0,2.0,2.0,411.0,-37.7713,145.0279
48356,1475845200.0,Alphington,3078,6.4,h,4,1717500,4.0,2.0,1.0,599.0,-37.7717,145.031
48357,1465653600.0,Alphington,3078,6.4,h,5,2840000,5.0,4.0,4.0,809.0,-37.775,145.0268
48358,1478869200.0,Alphington,3078,6.4,u,2,525500,2.0,1.0,1.0,88.0,-37.7791,145.0306
48359,1478869200.0,Alphington,3078,6.4,t,2,805000,2.0,2.0,3.0,155.0,-37.7804,145.0308
48360,1478869200.0,Alphington,3078,6.4,u,2,465000,2.0,1.0,1.0,0.0,-37.7773,145.0314
48361,1476450000.0,Alphington,3078,6.4,h,3,2000000,3.0,3.0,2.0,686.0,-37.78,145.0341
48362,1460728800.0,Alphington,3078,6.4,h,3,1540000,3.0,1.0,2.0,592.0,-37.7755,145.0288
48363,1489755600.0,Alphington,3078,6.4,u,2,820000,2.0,1.0,1.0,183.0,-37.7747,145.0264
48364,1479474000.0,Alphington,3078,6.4,h,4,1830000,4.0,2.0,2.0,606.0,-37.7743,145.0316
48365,1479474000.0,Alphington,3078,6.4,h,4,2100000,4.0,2.0,2.0,575.0,-37.7723,145.0319
48366,1463839200.0,Alphington,3078,6.4,h,3,865000,3.0,1.0,1.0,180.0,-37.7802,145.0243
48367,1463839200.0,Alphington,3078,6.4,u,2,390000,2.0,1.0,1.0,0.0,-37.7773,145.0314
48368,1474639200.0,Alphington,3078,6.4,t,2,650000,0.0,1.0,0.0,0.0,-37.7848,145.025
48369,1487941200.0,Alphington,3078,6.4,u,2,512000,2.0,1.0,1.0,0.0,-37.7805,145.0262
48370,1466949600.0,Alphington,3078,6.4,h,3,1165000,3.0,1.0,2.0,979.0,-37.7792,145.029
48371,1480165200.0,Alphington,3078,6.4,h,4,1900000,4.0,2.0,2.0,556.0,-37.7844,145.0225
48372,1472306400.0,Alphington,3078,6.4,h,3,1485000,3.0,0.0,0.0,597.0,-37.7781,145.0284
48373,1469800800.0,Alphington,3078,6.4,h,4,1950000,4.0,2.0,3.0,589.0,-37.7719,145.0309
48374,1472824800.0,Altona,3018,13.8,h,3,520000,3.0,2.0,1.0,352.0,-37.87,144.825
48375,1480683600.0,Altona,3018,13.8,h,5,1525000,5.0,3.0,3.0,729.0,-37.8721,144.8105
48376,1454504400.0,Altona,3018,13.8,t,2,720000,2.0,1.0,2.0,292.0,-37.8687,144.8197
48377,1488546000.0,Altona,3018,13.8,h,3,1120000,3.0,1.0,2.0,506.0,-37.8693,144.8375
48378,1464962400.0,Altona,3018,13.8,h,4,780000,4.0,1.0,4.0,655.0,-37.868,144.8154
48379,1464962400.0,Altona,3018,13.8,h,4,1780000,4.0,3.0,6.0,1057.0,-37.8681,144.819
48380,1470405600.0,Altona,3018,13.8,u,3,630000,2.0,1.0,2.0,311.0,-37.8702,144.8143
48381,1470405600.0,Altona,3018,13.8,u,2,406000,2.0,1.0,1.0,65.0,-37.8693,144.8171
48382,1462543200.0,Altona,3018,13.8,h,3,660000,3.0,1.0,1.0,602.0,-37.8616,144.8116
48383,1478437200.0,Altona,3018,13.8,h,3,683500,3.0,1.0,1.0,530.0,-37.8594,144.817
48384,1475845200.0,Altona,3018,13.8,u,2,580000,2.0,1.0,1.0,225.0,-37.8696,144.827
48385,1475845200.0,Altona,3018,13.8,h,3,1335000,3.0,1.0,4.0,777.0,-37.8697,144.8249
48386,1475845200.0,Altona,3018,13.8,t,3,800000,3.0,2.0,2.0,280.0,-37.8734,144.8143
48387,1473429600.0,Altona,3018,13.8,u,2,510000,2.0,1.0,1.0,127.0,-37.8686,144.8182
48388,1473429600.0,Altona,3018,13.8,h,4,1070000,4.0,2.0,2.0,695.0,-37.8733,144.8147
48389,1473429600.0,Altona,3018,13.8,u,2,425000,2.0,1.0,2.0,115.0,-37.871,144.8185
48390,1481288400.0,Altona,3018,13.8,u,3,605000,3.0,2.0,2.0,230.0,-37.8646,144.827
48391,1486731600.0,Altona,3018,13.8,t,3,705000,3.0,2.0,2.0,197.0,-37.8579,144.8181
48392,1486731600.0,Altona,3018,13.8,u,2,391000,2.0,1.0,1.0,0.0,-37.8678,144.8384
48393,1486731600.0,Altona,3018,13.8,u,2,440000,2.0,1.0,1.0,0.0,-37.8659,144.831
48394,1486731600.0,Altona,3018,13.8,h,4,845000,4.0,1.0,2.0,745.0,-37.8658,144.8155
48395,1478869200.0,Altona,3018,13.8,t,3,743000,3.0,2.0,2.0,211.0,-37.8698,144.816
48396,1471010400.0,Altona,3018,13.8,u,3,730000,3.0,2.0,1.0,69.0,-37.868,144.8286
48397,1463148000.0,Altona,3018,13.8,h,3,635000,3.0,1.0,4.0,625.0,-37.8611,144.8114
48398,1463148000.0,Altona,3018,13.8,u,2,620000,2.0,1.0,1.0,168.0,-37.8676,144.8202
48399,1476450000.0,Altona,3018,13.8,u,2,447000,2.0,1.0,1.0,137.0,-37.8655,144.8299
48400,1460728800.0,Altona,3018,13.8,u,3,730000,3.0,2.0,1.0,70.0,-37.868,144.8287
48401,1460728800.0,Altona,3018,13.8,h,3,678000,3.0,1.0,2.0,606.0,-37.8608,144.8124
48402,1468591200.0,Altona,3018,13.8,u,2,580000,2.0,2.0,1.0,175.0,-37.8687,144.8268
48403,1474034400.0,Altona,3018,13.8,h,3,712000,3.0,1.0,2.0,363.0,-37.8674,144.8375
48404,1489755600.0,Altona,3018,13.8,h,3,840000,3.0,2.0,2.0,534.0,-37.86,144.8245
48405,1479474000.0,Altona,3018,13.8,h,3,980000,3.0,1.0,2.0,724.0,-37.8672,144.817
48406,1463839200.0,Altona,3018,13.8,t,3,605100,3.0,2.0,0.0,265.0,-37.8583,144.8172
48407,1471788000.0,Altona,3018,13.8,h,3,880000,3.0,3.0,1.0,577.0,-37.8699,144.8235
48408,1461333600.0,Altona,3018,13.8,u,3,577000,3.0,2.0,1.0,205.0,-37.8684,144.815
48409,1487941200.0,Altona,3018,13.8,h,4,1030000,4.0,1.0,0.0,797.0,-37.8663,144.8387
48410,1487941200.0,Altona,3018,13.8,u,3,605000,3.0,1.0,2.0,181.0,-37.8659,144.822
48411,1466949600.0,Altona,3018,13.8,h,3,753000,3.0,2.0,2.0,529.0,-37.8612,144.8247
48412,1480165200.0,Altona,3018,13.8,h,2,857000,2.0,2.0,1.0,675.0,-37.8653,144.8129
48413,1464357600.0,Altona,3018,13.8,h,3,1500000,3.0,1.0,1.0,929.0,-37.8651,144.832
48414,1464357600.0,Altona,3018,13.8,u,3,730000,3.0,2.0,1.0,70.0,-37.868,144.8285
48415,1464357600.0,Altona,3018,13.8,h,3,900000,3.0,1.0,4.0,697.0,-37.871,144.8075
48416,1472306400.0,Altona,3018,13.8,h,3,740000,3.0,1.0,2.0,604.0,-37.8631,144.8195
48417,1472306400.0,Altona,3018,13.8,h,4,931000,4.0,2.0,3.0,532.0,-37.8637,144.8365
48418,1469800800.0,Altona,3018,13.8,h,2,535600,2.0,1.0,1.0,154.0,-37.8646,144.8272
48419,1472824800.0,Altona North,3025,11.1,h,5,1085000,5.0,3.0,6.0,592.0,-37.8388,144.8567
48420,1472824800.0,Altona North,3025,11.1,h,3,781000,3.0,1.0,2.0,533.0,-37.8291,144.835
48421,1488546000.0,Altona North,3025,11.1,h,3,750000,3.0,1.0,3.0,554.0,-37.8449,144.85
48422,1488546000.0,Altona North,3025,11.1,t,2,421000,2.0,1.0,1.0,77.0,-37.8351,144.8529
48423,1488546000.0,Altona North,3025,11.1,h,3,1405000,3.0,1.0,3.0,655.0,-37.8338,144.8562
48424,1464962400.0,Altona North,3025,11.1,h,3,683000,3.0,1.0,2.0,534.0,-37.8284,144.8355
48425,1464962400.0,Altona North,3025,11.1,h,3,623000,3.0,1.0,3.0,540.0,-37.8267,144.8368
48426,1470405600.0,Altona North,3025,11.1,h,3,720000,3.0,2.0,1.0,0.0,-37.8379,144.8583
48427,1462543200.0,Altona North,3025,11.1,h,3,588000,3.0,1.0,1.0,328.0,-37.838,144.8555
48428,1478437200.0,Altona North,3025,11.1,h,3,710000,3.0,1.0,3.0,540.0,-37.8294,144.8378
48429,1475845200.0,Altona North,3025,11.1,h,4,875000,3.0,1.0,4.0,559.0,-37.8448,144.8529
48430,1481288400.0,Altona North,3025,11.1,h,3,700000,3.0,1.0,3.0,554.0,-37.8449,144.85
48431,1489150800.0,Altona North,3025,11.1,t,2,640000,2.0,1.0,1.0,252.0,-37.8397,144.8602
48432,1465653600.0,Altona North,3025,11.1,h,4,650000,4.0,1.0,4.0,558.0,-37.8451,144.8529
48433,1463148000.0,Altona North,3025,11.1,h,3,675000,3.0,2.0,2.0,171.0,-37.8337,144.8554
48434,1476450000.0,Altona North,3025,11.1,h,3,708000,3.0,1.0,2.0,585.0,-37.8258,144.8523
48435,1476450000.0,Altona North,3025,11.1,h,4,965000,4.0,1.0,4.0,851.0,-37.8345,144.8444
48436,1479474000.0,Altona North,3025,11.1,h,3,680000,3.0,1.0,3.0,551.0,-37.8254,144.8514
48437,1479474000.0,Altona North,3025,11.1,h,3,770000,3.0,1.0,3.0,602.0,-37.8327,144.8451
48438,1463839200.0,Altona North,3025,11.1,h,3,923000,3.0,1.0,2.0,740.0,-37.8269,144.8455
48439,1463839200.0,Altona North,3025,11.1,h,4,693000,4.0,2.0,4.0,315.0,-37.8391,144.8467
48440,1471788000.0,Altona North,3025,11.1,h,3,620000,5.0,2.0,2.0,276.0,-37.8262,144.8443
48441,1471788000.0,Altona North,3025,11.1,h,3,728500,3.0,1.0,1.0,531.0,-37.8277,144.8385
48442,1471788000.0,Altona North,3025,11.1,h,3,931000,3.0,2.0,1.0,590.0,-37.8382,144.8649
48443,1471788000.0,Altona North,3025,11.1,h,3,988000,3.0,1.0,4.0,715.0,-37.8423,144.8632
48444,1461333600.0,Altona North,3025,11.1,h,3,590000,3.0,1.0,2.0,561.0,-37.8444,144.8491
48445,1474639200.0,Altona North,3025,11.1,h,2,610000,2.0,1.0,2.0,691.0,-37.834,144.8553
48446,1487941200.0,Altona North,3025,11.1,h,3,815000,3.0,2.0,3.0,555.0,-37.8318,144.8388
48447,1487941200.0,Altona North,3025,11.1,h,4,970000,4.0,1.0,2.0,708.0,-37.833,144.8494
48448,1466949600.0,Altona North,3025,11.1,h,4,760000,4.0,1.0,3.0,668.0,-37.8262,144.8439
48449,1466949600.0,Altona North,3025,11.1,t,4,847500,4.0,3.0,1.0,252.0,-37.8393,144.8568
48450,1480165200.0,Altona North,3025,11.1,h,4,1200000,4.0,1.0,4.0,633.0,-37.8375,144.8541
48451,1480165200.0,Altona North,3025,11.1,h,3,700000,3.0,1.0,1.0,557.0,-37.8441,144.8505
48452,1464357600.0,Altona North,3025,11.1,h,3,625000,3.0,1.0,1.0,536.0,-37.8285,144.8351
48453,1472306400.0,Altona North,3025,11.1,u,2,292000,2.0,1.0,1.0,153.0,-37.8332,144.8649
48454,1472824800.0,Armadale,3143,6.3,u,2,599000,2.0,1.0,1.0,0.0,-37.8543,145.0262
48455,1480683600.0,Armadale,3143,6.3,u,2,550000,2.0,1.0,0.0,861.0,-37.8539,145.0284
48456,1480683600.0,Armadale,3143,6.3,u,3,995000,3.0,2.0,2.0,0.0,-37.8552,145.016
48457,1480683600.0,Armadale,3143,6.3,t,3,1205000,3.0,2.0,2.0,101.0,-37.854,145.0135
48458,1480683600.0,Armadale,3143,6.3,h,3,1939000,3.0,2.0,2.0,296.0,-37.8614,145.0274
48459,1480683600.0,Armadale,3143,6.3,u,1,421500,1.0,1.0,0.0,0.0,-37.853,145.0167
48460,1488546000.0,Armadale,3143,6.3,h,3,1870000,3.0,1.0,1.0,217.0,-37.8592,145.0182
48461,1488546000.0,Armadale,3143,6.3,u,2,678000,2.0,1.0,2.0,0.0,-37.8538,145.0127
48462,1488546000.0,Armadale,3143,6.3,t,3,1918000,3.0,2.0,2.0,0.0,-37.8537,145.0267
48463,1488546000.0,Armadale,3143,6.3,u,2,660000,2.0,1.0,1.0,0.0,-37.8619,145.0257
48464,1488546000.0,Armadale,3143,6.3,h,3,2050000,3.0,2.0,1.0,205.0,-37.8574,145.0281
48465,1464962400.0,Armadale,3143,6.3,u,2,700000,2.0,1.0,2.0,0.0,-37.8552,145.016
48466,1464962400.0,Armadale,3143,6.3,u,2,3625000,3.0,2.0,2.0,0.0,-37.8555,145.0291
48467,1464962400.0,Armadale,3143,6.3,h,4,3000000,4.0,2.0,2.0,1581.0,-37.858,145.0111
48468,1462543200.0,Armadale,3143,6.3,h,5,1525000,8.0,2.0,2.0,693.0,-37.8638,145.0229
48469,1462543200.0,Armadale,3143,6.3,u,3,735000,3.0,2.0,1.0,2113.0,-37.8543,145.0262
48470,1462543200.0,Armadale,3143,6.3,u,2,825000,2.0,1.0,1.0,0.0,-37.8528,145.0268
48471,1462543200.0,Armadale,3143,6.3,t,3,1586000,2.0,2.0,2.0,246.0,-37.8566,145.0116
48472,1475845200.0,Armadale,3143,6.3,u,2,645000,3.0,1.0,1.0,0.0,-37.8596,145.0198
48473,1475845200.0,Armadale,3143,6.3,h,1,1435000,2.0,2.0,1.0,144.0,-37.8564,145.0228
48474,1473429600.0,Armadale,3143,6.3,u,1,280000,1.0,1.0,1.0,0.0,-37.8619,145.0185
48475,1481288400.0,Armadale,3143,6.3,u,1,400000,1.0,1.0,1.0,0.0,-37.8605,145.0185
48476,1481288400.0,Armadale,3143,6.3,h,2,1780000,2.0,2.0,2.0,0.0,-37.8537,145.0267
48477,1481288400.0,Armadale,3143,6.3,u,2,592500,2.0,1.0,1.0,0.0,-37.8574,145.0174
